No,Name_of_Company,Address,Phone,Industry
17405.,RAHMAT PERDANA ADI METAL,"Pik Blok F No 2, Jakarta Timur, DKI Jakarta",021-4602586,Spare Part Motor
17406.,RAHMAT PERTUKANGAN,"Desa Rambung Merah, Simalungun, Sumatera Utara",0622-7552712,Perabot
17407.,RAHMAT PRATAMA SEDOTAN,"Vila Tangerang Regency I Blok Jc 3 No.5, Tangerang, Banten",021 55776597,Sedotan Dari Plastik
17408.,"RAHMAT, HULLER","Blok Penyingkiran Rt 05/02, Indramayu, Jawa Barat",-,Beras
17409.,RAHMAT.UD,"Raya Baujeng Beji.jl, Pasuruan, Jawa Timur",0343 633586,"Tegel,paving"
17410.,RAINBOW CIPTA UTAMA,"Jl. H Saabah No. 29, Jakarta Barat, DKI Jakarta",021-5842853,Reklame
17411.,"RAINBOW INDAH CARPETS, PT","Jl Raya Jakarta Bogor Km 51   Ds Cimandala, Bogor, Jawa Barat",0251-652771 / 72,Karpet
17412.,"RAINBOW SHOE, PT","Jl. Raya Pasar Kemis Km 3,6, Tangerang, Banten",021-5925477,Jasa Jait Sepatu
17413.,"RAINDO PUTRA LESTARI, PT","Ir.h Juanda 20, Jl, Pasuruan, Jawa Timur",0343 425631,Jaket Dari Kain
17414.,"RAJA BASA UTAMA, PT","Jl.raya Hajimena No.168, Natar, Lampung Selatan, Lampung",(0721) 703576,"Bubut, Las & Slip"
17415.,"RAJA BESI, PT","Jl.gajah Mada  No.156, Semarang, Jawa Tengah",024-3559311,Pipa Besi Baja
17416.,RAJA ENAK,"Kemantrenrejo, Pasuruan, Jawa Timur",,Kecap
17417.,"RAJA IKAN, UD","Nambangan 83, Surabaya, Jawa Timur",3891945,Kacang Koro
17418.,RAJA JANGKAR/JANGKAR MAS,"Dsn Wedusan Kidul, Ds Balunganyar, Pasuruan, Jawa Timur",,Rokok Kretek
17419.,"RAJA PUTRA MANGGALA, PT","Jl. Pembangunan No.3a, Deli Serdang, Sumatera Utara",061-84557429,Penyortiran Bji Kopi
17420.,RAJA RIMBA,"Dsn. Wonorekso, Alas Malang, Banyuwangi, Jawa Timur",-,Kerajinan Aksesoris Untuk Tas
17421.,RAJA WALI/YENNY,"Kalimati Rt 003/06  277pad.barat, Jakarta Utara, DKI Jakarta",681537,Pakaian
17422.,"RAJA,HAJI","Jl. A. Malingkaan, Wajo, Sulawesi Selatan",0485-22485,Kain Sutera
17423.,"RAJANG CENGKEH ""DUA GUNTING""","Jl. A.yani No.40 Kudus, Kudus, Jawa Tengah",(0291)438790,Rajangan Cengkeh
17424.,"RAJAPAKSI ADYAPERKASA ,PT","Kebonsari Rt02/rw 08, Sidoarjo, Jawa Timur",8962216,Sandal Karet/eva
17425.,"RAJASA PUTRA JAYA PERKASA, UD","Romokalisari 82 H/j.jl, Surabaya, Jawa Timur",7480341,Kotak Speaker
17426.,RAJAWALI,"Makmur No.18,jl.; Dsn Sawahan, Banyuwangi, Jawa Timur",(0333)845935,Pakaian Jadi Dari Tekstil
17427.,RAJAWALI CAMILAN,"Werkudoro 17, Malang, Jawa Timur",0341-360096,Kue Plintiran
17428.,"RAJAWALI GLOVES COMPANY, PT","Kh Mansyur Tanjungsari Jl, Sidoarjo, Jawa Timur",7883667,Sarung Tangan Golf
17429.,"RAJAWALI HIYOTO, PT","Jl Industri Ii No. 8, Kota Cimahi, Jawa Barat",022-6032348,Cat Tembok
17430.,RAJAWALI II PT UNIT PG SINDANG LAUT,"Sindanglaut No.1 Ds Cipeujeuh Wetan Tlp 9205201, Cirebon, Jawa Barat",0231-635201,Gula Pasir
17431.,RAJAWALI KONFEKSI,"Kalimati No.277, Jakarta Utara, DKI Jakarta",,Kemeja
17432.,"RAJAWALI MAKMUR SEJAHTERA, PT","Jl Ir Sutami (tol Lama) No 11, Makassar, Sulawesi Selatan",0411512690,Papan
17433.,RAJAWALI MAS,"Dusun Jetak Rt. 04 Rw 02 Sindang Sari Cikoneng, Ciamis, Jawa Barat",0265-776347,Kuali
17434.,RAJAWALI MAS PLASTIK,"Sawunggaling Iii/ 123 Jl, Sidoarjo, Jawa Timur",7881303,Biji Plastik Apalan
17435.,"RAJAWALI MULIA PERKASA,PT","Jl.pembangunan Ii Rt.03/06, Bogor, Jawa Barat",0251-8659891,Garment
17436.,"RAJAWALI MUSINDO, PT UNIT PK TANJUNGSARI","Tanjung Sari Ds, Taman, Sidoarjo, Jawa Timur",031-338270,Kulit Sapi&kambing/domb Finish
17437.,RAJAWALI PHARA JAYA,"Jl.raya Parung  Km- 35,5 Duren Mekar, Depok, Jawa Barat",0251-616867,Pupuk Organik
17438.,RAJAWALI PLASTIK,"Jl. Pucangsawit Rt 02/07, Surakarta, Jawa Tengah",,Kantong Plastik
17439.,RAJAWALI PLASTIK,"Tumapel Barat 193.jl, Malang, Jawa Timur",0341 451372,Tali Rafia
17440.,"RAJAWALI PRATAMA MULYA,PT","Jl.bojong Raya No.28, Bandung, Jawa Barat",022-6021500,Handuk
17441.,"RAJAWALI SAKTI, CV","Cijerah Cigondewah Rt 03 Rw 32, Kota Cimahi, Jawa Barat",022 - 6015400,"Kacang Polong,sukro,kc.bogor"
17442.,"RAJAWALI SUPER, UD","Curah Keting, Dsn, Jember, Jawa Timur",,Rokok Kretek
17443.,"RAJAWALI UTAMA JAYA,PT","Jl.situgunting No.4, Bandung, Jawa Barat",6015221,Garam Meja
17444.,"RAJAWALI, PD","Jl. Prabu Rangkasari Dsn Cermen, Mataram, Nusa Tenggara Barat",0370 631117,Kusen Pintu Dan Jendela
17445.,"RAJAWALI, UD","Tuban-babat Km 4 Rw 10 Rt 2,jl, Tuban, Jawa Timur",322061,Kacang Ose
17446.,RAJIN BENGKEL LAS,"Jl.tukangan 50, Yogyakarta, D.I. Yogyakarta",0274-564623,Teralis Besi
17447.,"RAJIN, CV","Jl Maleer V  No.294/118, Bandung, Jawa Barat",7301080,Textil
17448.,RAJUNGAN ADI SURYADI,"Ds Banyudono, Rembang, Jawa Tengah",,Daging Rajungan
17449.,RAJUNGAN CASMADI,"Desa Kertawinangun Blok Kebon, Indramayu, Jawa Barat",0811-242023,Rajungan
17450.,RAJUNGAN CASTRO (SIMPATI),"Jl. Kyai Tangwin, Rt 03 Rw 06, Brebes, Jawa Tengah",085295870078,Daging Rajungan
17451.,RAJUNGAN H NIWAN (H N DESI),"Jl. Puspodiningrat, Brebes, Jawa Tengah",081802879345,Daging Rajungan
17452.,RAJUNGAN HANDIK,"Alasdowo, Pati, Jawa Tengah",,Daging Rajungan
17453.,RAJUNGAN IKHSAN,"Desa Grogol, Cirebon, Jawa Barat",,Daging Rajungan
17454.,RAJUNGAN JAYA (PHILIPS),"Desa Tapi-tapi, Muna, Sulawesi Tenggara",,Kepiting Setengah Jadi
17455.,RAJUNGAN PHILIP H MUHAEMIN (ZIDANE PUTRA,"Jl. Portal, Brebes, Jawa Tengah",0815467830845,Daging Rajungan
17456.,RAJUNGAN PUTRA MANDIRI,"Gedung Mulyo, Rembang, Jawa Tengah",02950532434,Daging Rajungan
17457.,RAJUNGAN SAPTA NUSA . PT,"Jl. Manunggal Ii Sungai Gabus Rt.01/01, Indramayu, Jawa Barat",(0234) 428401,Rajungan
17458.,RAJUNGAN SUKARNO,"Ds. Gedong Mulyo Rt 01 Rw 04, Rembang, Jawa Tengah",0295-532427,Daging Rajungan
17459.,RAJUNGAN SUTARI,"Ds Banyutowo, Pati, Jawa Tengah",,Daging Rajungan
17460.,RAJUT AYU S,"Kp Sayati Hilir Rt 04 Rw 07, Bandung, Jawa Barat",,Rajut Benang
17461.,RAJUT CMT JAYA ABADI,"Jl.binong Utara No.38, Bandung, Jawa Barat",,Sweeter
17462.,RAJUT EDI,"Komp.margahayu Permai Rt 03/09, Bandung, Jawa Barat",022-5412131,Sweater
17463.,RAJUT HADINATA,"Kp Sindang Palay Rt 02/04, Bandung, Jawa Barat",,Sweater Dari Benang
17464.,RAJUT IKO PERT,"Kp.sukajadi, Bandung, Jawa Barat",0225957666,Baju Bayi
17465.,"RAJUT JATIM BARU, PT","Ngagel 85 A, Jl, Surabaya, Jawa Timur",,Singlet & Oblong
17466.,RAJUT JODI,"Tki 2 241 No 48, Bandung, Jawa Barat",,Switer Rajutan Dan Benang
17467.,RAJUT KI AGUS SIDIK IDRUS,"Jl Binongjati Rt 08 Rw 04, Bandung, Jawa Barat",,Sweater
17468.,RAJUT LINE B 16 BAMBANG,"Rt 06 Rw 03, Majalengka, Jawa Barat",081320533658,Lembaran Rajutan
17469.,RAJUT LINE B 19 SURANTA,"Buah Dua Rt 01/01, Majalengka, Jawa Barat",081395674961,Lembaran Rajutan
17470.,RAJUT LINE B 20 RUSTAMAN,"Pasiripis, Majalengka, Jawa Barat",,Rajut Sweater
17471.,RAJUT LINE B 21 TARSONO,"Pasiripis, Majalengka, Jawa Barat",,Rajut Sweater
17472.,RAJUT LIOE CUCUN,"Angkasa Mekar Rt01/22, Bandung, Jawa Barat",,Sweater
17473.,RAJUT RBM GIOK,"Jl.cicukang Rt 03/01, Bandung, Jawa Barat",,Sweater
17474.,RAJUT SWEATER BENI,"Ruko Tki Iii, Bandung, Jawa Barat",,Sweater Dari Benang
17475.,"RAJUT WARNA SEJATI, PT","Jl Raya Tunggar Jati Km 6, Karawang, Jawa Barat",0267-482772,Textil Kaos
17476.,RAJUTAN AKIONG,"Jl Cidurian Utara, Bandung, Jawa Barat",0227312754,Sweater
17477.,RAJUTAN ASENG,"Jl Simpang Tiga Derwati No 16, Bandung, Jawa Barat",022-7567731,Rajut Sweater
17478.,RAJUTAN ASWANTONO,"Kopo Permai Ay No 7 Rt 02 Rw 11, Bandung, Jawa Barat",,Rajutan Sweater Woll
17479.,RAJUTAN DANI,"Jl Riungpurna Blok Ie No 1, Bandung, Jawa Barat",,Baju Sweater Dari Benang
17480.,RAJUTAN EKO,"Jl Gede Bage Selatan No 31, Bandung, Jawa Barat",0227504943,Sweater
17481.,RAJUTAN GIA JOKO MARSUDI,"Jl Saad Ii Binong Jati Rt 06 Rw 04, Bandung, Jawa Barat",0227330273,Sweater
17482.,RAJUTAN IYER,"Kp. Nangoh, Bogor, Jawa Barat",0251245547,Sweater
17483.,RAJUTAN JON RUKMANA,"Jl Binong Jati Rt 06 Rw 04, Bandung, Jawa Barat",0227230923,Sweater
17484.,RAJUTAN NOLIS,"Kp Anyar Rt 03/03, Bogor, Jawa Barat",,Assesoris Rmh Tangga Dr Renda
17485.,RAJUTAN SULAEMAN,"Kp.benteng Rt 01/07, Sukabumi, Jawa Barat",0251221058,Sweater
17486.,RAJUTAN WIWI,"Jl Ibrahim Adji No 1, Bandung, Jawa Barat",0227330491,Sweater
17487.,"RAK MINERALS INDONESIA, PT","Jl Sijuk Km 14 Desa Air Selumar, Belitung, Kepulauan Bangka Belitung",0719-7000602,Tepung Kaolin
17488.,RAKA COLLECTION,"Br. Negara Klod , Sading, Badung, Bali",,Pakaian Jadi
17489.,RAKABU FURNITURE.PT,"Jl. Raya Solo-kartasuro Km 08, Karanganyar, Jawa Tengah",0271-8258087,Mebel
17490.,"RAKADITU, PT","Jl. Krmata Raya No. 23 E      Jakarta Pusat, Jakarta Pusat, DKI Jakarta",3154131-32,Percetakan
17491.,RAKET ABADI,"Klayatan  I/4, Jl, Malang, Jawa Timur",806332,Raket
17492.,RAKET JAYA,"Griya Asri T-10 Malang, Malang, Jawa Timur",,Raket
17493.,"RAKHMAD ABADI, PT","Raya Lumajang-leces Km 15, Jl, Probolinggo, Jawa Timur",0335-680624,Jasa Industri Cetakan
17494.,"RAKINDO SETARA PERKASA, PT.","Komp. Pergudangan Kamal Indah No. 1, Jakarta Barat, DKI Jakarta",021-55958124,"Lemari,tempat Tidur Dari Kayu"
17495.,"RAKTELINDO,CV","Jlporos Pare-sidrap Km 12, Sidenreng Rappang, Sulawesi Selatan",,Rak Telur
17496.,RAKUDA,"Margomulyo Iii/14 C , Jl, Surabaya, Jawa Timur",7495557,Alat Dapur Dr Plastik
17497.,RAKUP,"Tejowangi, Ds, Pasuruan, Jawa Timur",0343 611756,Kapuk
17498.,"RALI JAYA TUNJANG MULYA,CV","Jl.cijawura Hilir Rt.04/08, Bandung, Jawa Barat",7513360,Sweater
17499.,RALIMAN SARAGIH,"Simpang Sigodang, Simalungun, Sumatera Utara",,Keranjang
17500.,"RAMA ABADI PRATAMA,PT","Jl.rara Loji Pangkalan, Karawang, Jawa Barat",,Hotmix
17501.,RAMA COLLECTION,"Jl Kuripan Kidul, Pekalongan, Jawa Tengah",0285-410730,Pakaian Haji
17502.,"RAMA DINAMIKA RAYA / RAMADA, PT","Jl Neglasari Ii No 9 Kedunghalang Ds Telajung Udik, Bogor, Jawa Barat",867044,Karoseri Kendaraan
17503.,"RAMA EMERAL PHARMACUETICAL INDUSTRI, PT","Ds Tenaru, Gresik, Jawa Timur",7507406,Minuman Bervitamin
17504.,"RAMA GLORIA SAKTI TEXTIL, PT","Gunung Gangsir.jl Beji Pasuruan, Pasuruan, Jawa Timur",656301,Benang Tenun
17505.,"RAMA GOMBONG SEJAHTERA, PT","Jl. Yos Sudarso No. 481, Kebumen, Jawa Tengah",0287-471195,Papan
17506.,RAMA JAYA SPANDUK/SUGIMO SABLON,"Mesjid Al Khaerat No. 39, Jakarta Timur, DKI Jakarta",021-8011950,Spanduk
17507.,"RAMA KIMINDO MULIA, PT / RAMA CHEMICAL","Jl. Jurumudi Baru Halim Perdana Kusuma No. 86, Tangerang, Banten",021-5451833,Bahan Kimia
17508.,RAMA PRESS OFFSET,"R. C Veteran No. 5, Jakarta Selatan, DKI Jakarta",021-7341860,Percetakan
17509.,"RAMA WIJAYA GRAHA,PT","Blok C.9 No.6 Hyunday, Bekasi, Jawa Barat",8973693,Industri Gas
17510.,RAMAH PLASTIK,"Jl Kompos Ds Pujimulyo Kec Sunggal Km 12 Binjai, Deli Serdang, Sumatera Utara",061-8452520,Kantongan Plastik
17511.,"RAMAJAYA PRAMUKTI, PT","Jl. Raya Petapahan Km 27, Kampar, Riau",0761-33033,Cpo
17512.,"RAMATEX, PT","Jl Raya Dayeuh Kolot No 34    Ds Pasawahan,tlp 503792., Bandung, Jawa Barat",022-5203792,Kain Celana
17513.,RAMAYANA,"Pemuda 18 Seduri, Jl, Mojokerto, Jawa Timur",591125,Roti
17514.,RAMAYANA,"Kyai Sepuh 114 R, Jl, Pasuruan, Jawa Timur",0343 421473,Furnitur Kayu
17515.,RAMAYANA,"Dinoyo 80-82, Jl, Surabaya, Jawa Timur",5670540,Roti
17516.,"RAMBANG, PT","Jl. Mayor Ruslan No.18  Kel. 20 Ilir I, Palembang, Sumatera Selatan","(0711) 310212,313922",Koran
17517.,"RAMBI AGUNG, PT","Dharmawangsa 78-80, Jl, Jember, Jawa Timur",0331-711374,Rokok Kretek
17518.,RAMBONG INDAH,"Kuta Trieng Lab Haji Barat, Aceh Selatan, Nanggroe Aceh Darussalam",,Batu Bata
17519.,RAME,"Desa Bakung Lor, Cirebon, Jawa Barat",,Kursi Rotan
17520.,RAMELI,"Jabon, Mojokerto, Jawa Timur",329289,Kompor
17521.,"RAMIATUN, HJ / UMAR KASAN","Kambingan, Ds, Gresik, Jawa Timur",7993689,Sarung Kembang
17522.,RAMIN INDAH,"Jl Kh Dewantara / Siswa Ujung, Tanjung Jabung Barat, Jambi",0742-21657,Perabot Rumah Tangga
17523.,RAMINA KUPAS KERANG,"Kalibaru Timur Rt 09/01 No. 97, Jakarta Utara, DKI Jakarta",,Kerang Hijau
17524.,RAMONA BAKERY,"Jl Sutisna Senjaya No 57, Kota Tasikmalaya, Jawa Barat",0265-331571,Roti Manis
17525.,RAMOS PERTENUNAN,"Jl. Tarutung Balige No.53, Toba Samosir, Sumatera Utara",0632-21380,Sarung
17526.,"RANAH INDAH, PT","Jl.  Koto Marapak No. 5 Kota Padang, Padang, Sumatera Barat",(0751) 23103-31660,"Surat Kabar Harian ""haluan"""
17527.,RANDU AGUNG,"Suwayuwo, Ds, Pasuruan, Jawa Timur",631115,Kapuk Halus
17528.,RANDU AGUNG/ HACHMAD SAIDI,"Jl Raya Jombang208, Kandangan, Kediri, Jawa Timur",0354326416,Kapuk Randu
17529.,"RANDU AJI JAYA, PK","Ds Kaligarang, Jepara, Jawa Tengah",,Kapuk Halus
17530.,"RANDU AJI, PK","Desa Kaligarang, Jepara, Jawa Tengah",,Kapuk Halus
17531.,RANDU ASLI,"Ngadimulyo 38, Ds, Pasuruan, Jawa Timur",632656,Kapuk Halus
17532.,"RANDU GEDE, CV","Raya Jetak 7 Karangjati, Jl, Pasuruan, Jawa Timur",0343632788,Kapuk Halus
17533.,RANDU JAYA,"Jetak 7 Klataan Jl, Pasuruan, Jawa Timur",634094,Kapuk Halus
17534.,"RANDU MURNI,UD / H.ARIFIN","Ngadimulyo 31, Ds Rt 2 /4, Pasuruan, Jawa Timur",633039,Kapuk Halus
17535.,RANDU POLO,"Suwayuwo, Ds, Pasuruan, Jawa Timur",631392,Kapuk Bersih
17536.,"RANDU PUTRATAMA, CV","Desa Ngabean, Magelang, Jawa Tengah",0293-5580997,Pupuk Organik
17537.,RANDU SARI,"Raya Kasembon 35 Jl, Malang, Jawa Timur",0354-326355,Kapuk
17538.,RANDU SARI,"Jambe-baujeng, Ds, Pasuruan, Jawa Timur",632377,Kapuk Halus
17539.,RANDU SARI,"Tanjungarum, Ds, Pasuruan, Jawa Timur",632848,Kapuk Halus
17540.,RANDU TUNGGAL JAYA,"Dsn.blimbing Barat Rt.3.rw.9, Pasuruan, Jawa Timur",,Kapuk Odolan
17541.,"RANDUGARUT PLASTIK INDONESIA, PT","Jl. Raya Randugarut  Km 13, Semarang, Jawa Tengah",024-8661686,Kantong Plastik
17542.,RANGGA FASHION,"Jl. Raya Timur Kp. Rancamidin, Bandung, Jawa Barat",,Ciput Kerudung
17543.,RANNI COLLECTION,"Kalikotes Kolon  Rt 01/06, Klaten, Jawa Tengah",082-2713812,Pakaian Wanita
17544.,RANNY KAYU SEPATU,"Tarate Mekar Rt.07/02 Desa Cangkuang, Bandung, Jawa Barat",,Kayu Sepatu
17545.,"RANOTEX, CV","Jl. Solo - Sragen Km 13, Karanganyar, Jawa Tengah",0271-652924,Kain Cetak
17546.,"RANTAI MULIA KENCANA ,PT","Telajung Udik, Bogor, Jawa Barat",021-8760548,Conveyor
17547.,"RANTE MARIO, PT","Jl.sultan Abdullah No.77, Makassar, Sulawesi Selatan",322085,Sawn Timber
17548.,RANTE MAS,"Jl. Mayang Sari No. 15, Surakarta, Jawa Tengah",0271-654297,Cock
17549.,"RANUMA BANUAKA, PT","Ds. Wajok Hulu  Km.10,5 Kec. Siantan Kabupaten Pontianak, Pontianak, Kalimantan Barat",(0561) 881714,Moulding
17550.,"RAPHELINDO NUSANTARA/AMANA KAROMA,PT","Kp.lrgon Rt.03/05 Jl.karya Logam, Bekasi, Jawa Barat",021-8812095,Pencucian Celana Jeans
17551.,"RAPI CIPTA INDAH, PT","Desa Kembang Kuning Rt.25/7 No35, Bogor, Jawa Barat",021-8230213 /8230444,Mebeulair
17552.,RAPI COLECTION,"Jl Pemuda 347, Pati, Jawa Tengah",0295 382647,Seragam Sekolah
17553.,RAPI FURNITURE,"Jl. Gambiran 68, Yogyakarta, D.I. Yogyakarta",0274-372479,Meubel
17554.,RAPI GARMENT,"Jl. Krakatau I/14-16, Semarang, Jawa Tengah",024-8217006,Training
17555.,"RAPI, PERCETAKAN","Indragiri Ii 14 A, Jl, Kota Madiun, Jawa Timur",463237,Kertas Bahan Cetakan
17556.,"RAPIGRA, PT","Jl. Adi Sucipto No. 128, Surakarta, Jawa Tengah",0271-714184,Kemasan Plastik
17557.,RAPIH INDAH SABLON/PT.BARU DAN RAPIH,"Jl.ciborelang No. 145, Bandung, Jawa Barat",022-5409966,Pakaian Jadi
17558.,RAPIH MANIS KUAT (NEW RMK),"Jl.pramuka No. 174 Sukabumi, Sukabumi, Jawa Barat",0266-222275,Karoseri
17559.,"RAPIH, PD","Jl.rumah Sakit No.119, Bandung, Jawa Barat",7800804,Barang Bekas
17560.,RAPINDO,"Kamal Indah, Jakarta Barat, DKI Jakarta",021-55958552,Rak Alumunium
17561.,"RAPINDO PLASTAMA, PT","Mojorejo, Ds Raya Trawas Km 7 Mojorejo, Mojokerto, Jawa Timur",592295,Plastik
17562.,"RAPIPACK ASRITAMA,PT","Biie Blok C10 / No. 3-3a      Rapi@cabi.net.id, Bekasi, Jawa Barat",8973114,Carbon Paper
17563.,RASA,"Rt.01 Rw.02 Sawo,lingk, Lamongan, Jawa Timur",455743,Wingko
17564.,"RASA BAKERY,PT","Jl.tamblong No15 Kelurahan Braga Tlp.52330, Bandung, Jawa Barat",4205330,"Roti Tawar, Kue, R Manis"
17565.,"RASA MURNI UTAMA, PT","Cicadas Km 9 Gn Putri-bogor, Bogor, Jawa Barat","8072409, 8670877",Taro Snack
17566.,"RASINDO INDAH, PT","Desa Candiharjo, Mojokerto, Jawa Timur",619755,Sepatu Olah Raga
17567.,"RASMINAH, HULLER","Jl.siliwangi Blok Kiara Dua Ds Haur Kolot, Indramayu, Jawa Barat",-,Beras
17568.,"RASMITA, CV","Jl. Imam Bonjol No.3, Tangerang, Banten",021-5523686,Es Balok
17569.,RASPARI GRANITO NUSA PT,"Jl Mercedes Benz Desa Tlajung Udik, Bogor, Jawa Barat",021-6011922,Granit
17570.,"RATA MAKMUR, PT","Kebun Sei Tampa, Langkat, Sumatera Utara",061-91085318,Pengolahan Karet
17571.,RATIDA JON 254,"Krembung, Ds, Sidoarjo, Jawa Timur",8851743,Bola Sepak Dr Imitasi
17572.,RATINDO UTAMA,"Jl.h.resi Blok Kopi Rt.02/06, Cirebon, Jawa Barat",0231-247042-3371467,Kerajianan Rotan
17573.,"RATIO KARUNIA MULYA, UD","Tegal Arum Rt 01/13 No. 11, Karanganyar, Jawa Tengah",0271-494076,Pakaian Jadi
17574.,RATMOKO SUROSO / SINI,"Laksda Adi Sucipto 282, Jl, Malang, Jawa Timur",491200,Karton Affal
17575.,RATNA,"Br.pegatepan,gelgel, Klungkung, Bali",,Kain Songket
17576.,RATNA BARU PLASTIK,"Rungkut Industri Iii/57, Jl, Surabaya, Jawa Timur","8416309,8438209",Tempat Sabun Dan Lain-lain
17577.,RATNA BUSANA  UD,"Br. Dinas Ancak Bija, Marga, Tabanan, Bali",,"Celana, Pakaian Jadi"
17578.,"RATNA DEWINDO LESTARI, PT","Kawasan Industri Jababeka Blokw-10, Bekasi, Jawa Barat",8934220,Batik
17579.,RATNA WILIS,"Jl.brantas 15, Blitar, Jawa Timur",802896,Aneka Kerajinan Marmer
17580.,"RATNAJAYA INDAHUTAMA, PT","Jl. Raya Bondansari Rt 07 Rw 04, Pekalongan, Jawa Tengah",0285-4416600,Kain Sarung
17581.,RATNAPURA BIANKA KANAAN,"Ds Indragiri Kec Ciwidey, Bandung, Jawa Barat",,Teh Hijau
17582.,RATNAWATI FILLET IKAN,"Jl. Layang  No.76, Tegal, Jawa Tengah",0283-350724,Filet Ikan
17583.,"RATTAN LAND FURNITURE, PT","Jl Simangu No 9, Cirebon, Jawa Barat",0231-341236,Furniture Rotan
17584.,"RATU BUMI PERKASA,PT","Jl. Raya Mas, Ubud,gianyar, Gianyar, Bali",0361.973073,Kain Bahan Kimono
17585.,"RATU ESTYATEK, PT","Jl.citepus No 52, Bandung, Jawa Barat",022-507902,Kain Grey
17586.,"RATU TANI, PD","Kp.kalutuk Rt 12/04 Desa Julang Kec. Cikande, Serang, Banten",081311012609,Beras
17587.,RATU TLATAH AGUNG,"Kantil Dsn Betek Rt 21/04, Kediri, Jawa Timur",7009325,Roti Kering
17588.,"RATU, PERUSH KECAP","Balong Mojo. Ds, Mojokerto, Jawa Timur",,Kecap
17589.,RATUTEX,"Jl Bihbul Mekar No. 98, Bandung, Jawa Barat",022-5402535,Kain Rajut
17590.,RAUDHAN BUSANA,"Jl.moch Hatta No.92, Kota Tasikmalaya, Jawa Barat",0265-334043,Baju Koko
17591.,"RAVENA BATIK GARMENINDO, CV","Jl Patiunus  No.46, Pekalongan, Jawa Tengah",0285 428049,Sarung Batik
17592.,"RAVITA, CV","Jl. Kh Abdul Azis 25, Probolinggo, Jawa Timur",0335 432769,Tape
17593.,"RAWABENING AMBA, PT","Ds. Ngempon Rt 07/04, Semarang, Jawa Tengah",024-6921491,Duck Down
17594.,"RAWESJA UTAMA, PT.","Jl Daan Mogot Km 12 Rt.012/12 No.52 B, Jakarta Barat, DKI Jakarta",021 5404139,Es Balok
17595.,"RAYA PADANG LANGKAT (RAPALA), PT","Jl. Air Tawar/jl.ir.h.juanda Baru B17-19 Medan, Langkat, Sumatera Utara",061-7350161,Cpo - Inti Sawit
17596.,"RAYA SUGARINDO INTI, PT","Jl Raya Singaparna Km 92, Tasikmalaya, Jawa Barat",0265-330262,Glucosa
17597.,"RAYA, UD","Pandegiling 109-111, Jl, Surabaya, Jawa Timur",5671009,Kaleng Roti
17598.,"RAYI MANDIRI SETYOKO,  CV","Pusporonggo Rt.2/rw 2, Boyolali, Jawa Tengah",0276-321681,"Konsentrat,pil Mineral"
17599.,"RAYI RAKA METAL INDUSTRI ,PT","Kota Bukit Indah  A Ii  No 28, Purwakarta, Jawa Barat",351574,Ordner
17600.,RC GREASE & LUBRICANTS,"Jl Australia I A1/ 3-4, Cilegon, Banten",0254-311888,Lithium Complex Moly Grease
17601.,"REA KALTIM PLANTATIONS, PT","Desa Long Beleh Haloq, Kutai Kartanegara, Kalimantan Timur",,Minyak Kalapa Sawit
17602.,REACS PRECISION BATAM,"Komplek Industri Tunas Blok 1-d, B A T A M, Kepulauan Riau",0778-471850,Metal Stamping/komp Elektronik
17603.,"READY MIX, PT","Jl. Ap. Mangkunegara, Kutai Kartanegara, Kalimantan Timur",0541-7166909,Beton Mix
17604.,READY MIX.PT,"Raya Sukoma Nunggal Jaya 2 H.jl, Surabaya, Jawa Timur",7328776,Beton Siap Pakai
17605.,REAL ISSUE.  CV,"Jl Pelita No 13 Tuban, Badung, Bali",0361761532,Tas Dari Kulit
17606.,"REAQNEZIA,PT/KORRYO IND","Jl,jababeka Iii M Blok C 17 Ea, Bekasi, Jawa Barat",8936272,Whire Speaker
17607.,"RECKITT BENCKISER, PT","Jl. Raya Semarang-demak Km 15, Demak, Jawa Tengah",0291-686053,
17608.,RED RIBBON INDONESIA,"Muiara Baru Ujung Blok No.5, Jakarta Utara, DKI Jakarta",021-66695638,Udang Dan Kodok Beku
17609.,"RED RIBBON INDONESIA CORPORATION, PT","Jl Kol Yos Sudarso Km 10 Proyek Ind Estate Medan, Medan, Sumatera Utara",061-6851118,Bebekuan Udang
17610.,"REDI PRIMATANA INTERNUSA, PT","Lapangan Ros No.3, Jakarta Selatan, DKI Jakarta",021-8295747,Percetakan
17611.,REDTROINDO NUSANTARA,"Jl. Veteran Tama 8-9, Gresik, Jawa Timur",3971947,Pengolahan Kayu
17612.,REFI CHEMICAL INDUSTRY,"Jl Pangeran Purboyo No 10, Sleman, D.I. Yogyakarta",0274-868565,Creoline & Lilin
17613.,REFIL SHOES HIKMAT,"Jl Leuwi Anyar F No 18 Bandung, Bandung, Jawa Barat",022-5233450,Sandal
17614.,REGAL DYN SHOSE,"Kopo Permai 3 Gcdf No.67, Bandung, Jawa Barat",,Sepatu
17615.,REGINA KONVEKSI,"Jl Bojong Cipandan Kidul Rt 04 Rw 20, Bandung, Jawa Barat",02220822426,Konveksi Pakaian Jadi
17616.,"REGINA,CV","Jl.rajamantri Tengah,no.1, Bandung, Jawa Barat",,Percetakan
17617.,"REGMA LESTARI, PT","Jl Dakota Raya Blk40, Bandung, Jawa Barat",6014809,Pakaian Anak
